,symbol,currency,cik,exchange,exchange_short_name,industry,country,ipo_date,is_fund
1174,MGRE,USD,0001004434,New York Stock Exchange,NYSE,Asset Management,US,2024-03-27,False
1175,PRV.L,GBp,,London Stock Exchange,LSE,Industrial - Pollution & Treatment Controls,GB,1988-07-01,False
1176,ENRO-PREF-B.ST,SEK,,Stockholm Stock Exchange,STO,Internet Content & Information,SE,2012-07-06,False
1177,0LQQ.L,USD,,London Stock Exchange,LSE,Telecommunications Services,GB,2018-01-29,False
1178,GASX.V,CAD,,Toronto Stock Exchange Ventures,TSXV,Oil & Gas Exploration & Production,CA,2000-03-10,False
1179,GRSE.NS,INR,,National Stock Exchange of India,NSE,Aerospace & Defense,IN,2018-10-24,False
1180,ACIC,USD,0001824502,NASDAQ Capital Market,NASDAQ,Insurance - Property & Casualty,US,2007-11-07,False
1181,APTV,USD,0001521332,New York Stock Exchange,NYSE,Auto - Parts,IE,2011-11-17,False
1182,OKENF,USD,,Other OTC,OTC,Marine Shipping,GR,2020-03-30,False
1183,GTE,USD,0001273441,New York Stock Exchange Arca,AMEX,Oil & Gas Exploration & Production,CA,2005-12-21,False
1184,SKYA,USD,0001847152,NASDAQ Capital Market,NASDAQ,Shell Companies,US,2021-07-09,False
1185,MAYURUNIQ.NS,INR,,National Stock Exchange of India,NSE,Apparel - Manufacturers,IN,2012-09-25,False
1186,WBS-PF,USD,0000801337,New York Stock Exchange,NYSE,Banks - Regional,US,2017-12-05,False
1187,GEPA3.SA,BRL,,B3 S.A.,SAO,Regulated Electric,BR,2000-01-03,False
1188,LDTCW,USD,0001981462,NASDAQ Global Market,NASDAQ,Software - Application,CA,,False
1189,BFXXQ,USD,,Other OTC,OTC,Leisure,US,1999-05-05,False
1190,GMV.V,CAD,,Toronto Stock Exchange Ventures,TSXV,Gold,CA,2008-01-04,False
1191,SAA1V.HE,EUR,,NASDAQ Helsinki,HEL,Publishing,FI,2000-01-03,False
1192,MOHCY,USD,,Other OTC,OTC,Oil & Gas Refining & Marketing,GR,2014-12-30,False
1193,YEWTF,USD,,Other OTC,OTC,Industrial - Pollution & Treatment Controls,CA,2009-10-19,False
1194,AMD.BA,ARS,,Buenos Aires Stock Exchange,BUE,Semiconductors,US,,False
1195,WEW.DE,EUR,,Deutsche Börse,XETRA,"Furnishings, Fixtures & Appliances",DE,2018-10-09,False
1196,NCMGF,USD,0000899611,Other OTC,OTC,Gold,AU,2009-02-13,False
1197,CHSCM,USD,0000823277,NASDAQ Global Select,NASDAQ,Agricultural Farm Products,US,2014-09-10,False
1198,NSVGF,USD,,Other OTC,OTC,Medical - Distribution,CA,2019-09-16,False
1199,RBREW.CO,DKK,,NASDAQ Copenhagen,CPH,Beverages - Alcoholic,DK,2000-01-03,False
1200,KMKNX,USD,0001083387,NASDAQ,NASDAQ,Asset Management,US,2006-02-02,True
1201,BAMR.TO,CAD,,Toronto Stock Exchange,TSX,Insurance - Reinsurance,BM,2021-08-19,False
1202,1193.HK,HKD,,Hong Kong Stock Exchange,HKSE,Regulated Gas,HK,2001-02-05,False
1203,ORIENTABRA.NS,INR,,National Stock Exchange of India,NSE,Chemicals - Specialty,IN,2005-12-15,False
1204,NIITMTS.BO,INR,,Bombay Stock Exchange,BSE,Education & Training Services,IN,2023-08-14,False
1205,TOLWF,USD,,Other OTC,OTC,Oil & Gas Equipment & Services,CA,2009-02-13,False
1206,SFHLF,USD,,Other OTC,OTC,Auto - Parts,DE,2014-04-17,False
1207,ATL.MI,EUR,,Italian Stock Exchange,MIL,Industrial - Infrastructure Operations,IT,2003-09-22,False
1208,OCFC,USD,0001004702,NASDAQ Global Select,NASDAQ,Banks - Regional,US,1996-07-03,False
1209,LALPATHLAB.NS,INR,,National Stock Exchange of India,NSE,Medical - Diagnostics & Research,IN,2015-12-23,False
1210,0J50.L,USD,,London Stock Exchange,LSE,Oil & Gas Energy,US,2018-01-29,False
1211,OSI,USD,0001832136,New York Stock Exchange,NYSE,Shell Companies,US,2021-07-06,False
1212,MSEIS.OL,NOK,,Oslo Stock Exchange,OSL,Oil & Gas Equipment & Services,NO,2014-06-06,False
1213,PTHIF,USD,,Other OTC,OTC,Construction Materials,ID,2013-04-09,False
1214,RHHVF,USD,,Other OTC,OTC,Drug Manufacturers - General,CH,2009-02-13,False
1215,TINC.BR,EUR,,Euronext Brussels,BRU,Asset Management,BE,2015-05-12,False
1216,MLYCF,USD,,Other OTC,OTC,Industrial Materials,CA,2009-02-13,False
1217,F3C.DE,EUR,,Deutsche Börse,XETRA,Industrial - Machinery,DE,2006-06-15,False
1218,0RU5.L,NOK,,London Stock Exchange,LSE,Medical - Pharmaceuticals,NO,2017-12-13,False
1219,JMUSX,USD,0000277751,NASDAQ,NASDAQ,Asset Management - Income,US,2014-03-05,True
1220,AFHIQ,USD,0001539894,Other OTC,OTC,Insurance - Property & Casualty,US,,False
1221,BSKYU,USD,0001846804,NASDAQ Capital Market,NASDAQ,Shell Companies,US,2021-04-08,False
1222,HTGM,USD,0001169987,NASDAQ Capital Market,NASDAQ,Medical - Diagnostics & Research,US,2015-05-06,False
1223,HD.NE,CAD,,CBOE CA,NEO,Home Improvement,US,2022-03-21,False
1224,GGP.L,GBp,,London Stock Exchange,LSE,Gold,GB,2006-07-03,False
1225,SPECIALITY.BO,INR,,Bombay Stock Exchange,BSE,Restaurants,IN,,False
1226,GLFL.NS,INR,,National Stock Exchange of India,NSE,Shell Companies,IN,2002-07-01,False
1227,0KKZ.L,USD,,London Stock Exchange,LSE,Software - Services,US,2018-07-18,False
1228,0DWV.L,DKK,,London Stock Exchange,LSE,Software - Application,DK,2015-11-30,False
1229,SWON.SW,CHF,,Swiss Exchange,SIX,Software - Application,CH,2019-10-24,False
1230,GENSOL.NS,INR,,National Stock Exchange of India,NSE,Engineering & Construction,IN,2023-07-03,False
1231,BYROF,USD,,Other OTC,OTC,Oil & Gas Exploration & Production,AU,2014-01-30,False
1232,AG,USD,0001308648,New York Stock Exchange,NYSE,Silver,CA,2006-11-28,False
1233,JARLF,USD,0000870016,Other OTC,OTC,Conglomerates,BM,2009-02-13,False
1234,SKRR.V,CAD,,Toronto Stock Exchange Ventures,TSXV,Industrial Materials,CA,2012-11-02,False
1235,RKGXF,USD,,Other OTC,OTC,Residential Construction,HK,2007-07-23,False
1236,DWD.DE,EUR,,Deutsche Börse,XETRA,Financial - Capital Markets,US,2007-12-28,False
1237,COLDF,USD,,Other OTC,OTC,Engineering & Construction,AU,2010-12-31,False
1238,JSPRW,USD,0001788028,NASDAQ Capital Market,NASDAQ,Biotechnology,US,2020-01-10,False
1239,KMSWF,USD,,Other OTC,OTC,Apparel - Footwear & Accessories,HK,2010-04-26,False
1240,SPY,USD,0000884394,New York Stock Exchange Arca,AMEX,Asset Management,US,1993-01-29,False
1241,1063.HK,HKD,,Hong Kong Stock Exchange,HKSE,Conglomerates,HK,2001-06-19,False
1242,NTP,USD,0000829365,New York Stock Exchange,NYSE,Real Estate - Services,CN,1996-04-02,False
1243,0QW8.L,CHF,,London Stock Exchange,LSE,Manufacturing - Tools & Accessories,CH,2014-08-06,False
1244,2882.TW,TWD,,Taipei Exchange,TAI,Insurance - Life,TW,2000-01-04,False
1245,CIS.BR,USD,,Euronext Brussels,BRU,Communication Equipment,US,2017-12-18,False
1246,MGTS.ME,RUB,,Moscow Stock Exchange,MCX,Telecommunications Services,RU,2011-11-24,False
1247,COFB.BR,EUR,,Euronext Brussels,BRU,REIT - Diversified,BE,2000-01-04,False
1248,IVTJY,USD,,Other OTC,OTC,Financial - Capital Markets,ZA,2019-03-14,False
1249,SPNUF,USD,,Other OTC,OTC,Software - Infrastructure,GB,2012-04-18,False
1250,SHASF,USD,,Other OTC,OTC,Oil & Gas Exploration & Production,CA,2007-02-13,False
1251,AGRPY,USD,,Other OTC,OTC,Banks - Regional,ZA,2006-05-31,False
1252,0A20.L,EUR,,London Stock Exchange,LSE,Packaged Foods,US,2019-10-14,False
1253,FOLGF,USD,,Other OTC,OTC,Oil & Gas Exploration & Production,IE,2009-02-13,False
1254,066570.KS,KRW,,Korea Exchange,KSC,Consumer Electronics,KR,2002-04-24,False
1255,0I35.L,USD,,London Stock Exchange,LSE,General Utilities,US,2018-01-29,False
1256,GRVI,USD,0001775194,NASDAQ Capital Market,NASDAQ,Drug Manufacturers - Specialty & Generic,US,2021-06-24,False
1257,TSPQW,USD,,Other OTC,OTC,Shell Companies,US,,False
1258,FAF.TO,CAD,,Toronto Stock Exchange,TSX,Medical - Pharmaceuticals,CA,2018-10-15,False
1259,VIBE.CN,CAD,,Canadian Securities Exchange,CNQ,Drug Manufacturers - Specialty & Generic,US,2012-03-15,False
1260,WINDMACHIN.NS,INR,,National Stock Exchange of India,NSE,Industrial - Machinery,IN,2002-08-12,False
1261,CRUBW,USD,0001825497,Other OTC,OTC,Shell Companies,US,,False
1262,BVDRF,USD,,Other OTC,OTC,Beverages - Wineries & Distilleries,FR,2012-01-17,False
1263,QST.V,CAD,,Toronto Stock Exchange Ventures,TSXV,Industrial - Pollution & Treatment Controls,CA,1998-03-11,False
1264,YCP.DE,EUR,,Deutsche Börse,XETRA,Oil & Gas Exploration & Production,US,2007-12-19,False
1265,GORO,USD,0001160791,New York Stock Exchange Arca,AMEX,Gold,US,2006-09-14,False
1266,LSA.AX,AUD,,Australian Securities Exchange,ASX,Industrial Materials,AU,1988-01-28,False
1267,WARFF,USD,,Other OTC,OTC,Real Estate - Development,HK,2009-02-13,False
1268,LINS,USD,,Other OTC,OTC,Insurance - Life,US,1994-05-17,False
1269,CHN.V,CAD,,Toronto Stock Exchange Ventures,TSXV,Education & Training Services,CA,2000-07-27,False
1270,MBT,USD,0001115837,New York Stock Exchange,NYSE,Telecommunications Services,RU,2001-09-04,False
1271,AN3PH.AX,AUD,,Australian Securities Exchange,ASX,Banks,AU,2017-10-04,False
1272,NKIND.BO,INR,,Bombay Stock Exchange,BSE,Household & Personal Products,IN,2016-03-31,False
1273,MOV.F,EUR,,Frankfurt Stock Exchange,XETRA,Apparel - Manufacturers,IT,2013-12-17,False
1274,COF-PL,USD,0000927628,New York Stock Exchange,NYSE,Financial - Credit Services,US,2021-04-30,False
1275,CRZN,USD,0001844635,NASDAQ Capital Market,NASDAQ,Shell Companies,US,2021-05-14,False
1276,FNG.AS,EUR,,Euronext Amsterdam,AMS,Apparel - Retail,BE,2001-07-12,False
1277,PAMT,USD,0000798287,NASDAQ Global Market,NASDAQ,Trucking,US,1986-09-10,False
1278,0UYO.L,CAD,,London Stock Exchange,LSE,Industrial Materials,CA,2018-01-29,False
1279,PACW,USD,0001102112,NASDAQ Global Select,NASDAQ,Banks - Regional,US,2000-06-05,False
1280,EUCA3.SA,BRL,,B3 S.A.,SAO,Construction,BR,2001-03-09,False
1281,SPTKU,USD,0001836259,NASDAQ Capital Market,NASDAQ,Shell Companies,US,2021-02-17,False
1282,BCHMF,USD,,Other OTC,OTC,Chemicals,CH,2011-03-17,False
1283,OZKAP,USD,0001569650,NASDAQ Global Select,NASDAQ,Banks - Regional,US,2021-10-29,False
1284,NVX.AX,AUD,,Australian Securities Exchange,ASX,Electrical Equipment & Parts,AU,2015-12-01,False
1285,RBX.V,CAD,,Toronto Stock Exchange Ventures,TSXV,Gold,CA,1996-08-06,False
1286,AHRN,USD,0001856696,NASDAQ Global Market,NASDAQ,Shell Companies,KY,2022-02-08,False
1287,WDGNF,USD,,Other OTC,OTC,Industrial Materials,AU,2021-11-19,False
1288,AMEH,USD,0001083446,NASDAQ Capital Market,NASDAQ,Medical - Care Facilities,US,2009-03-11,False
1289,APLAPOLLO.BO,INR,,Bombay Stock Exchange,BSE,Steel,IN,2006-09-25,False
1290,SREDF,USD,,Other OTC,OTC,Financial - Conglomerates,NO,2012-08-17,False
1291,VLA.PA,EUR,,Euronext Paris,PAR,Biotechnology,FR,2007-06-29,False
1292,RJAC-UN,USD,0001852495,New York Stock Exchange,NYSE,Shell Companies,US,2021-12-09,False
1293,KT,USD,0000892450,New York Stock Exchange,NYSE,Telecommunications Services,KR,1999-05-26,False
1294,WDS.L,GBp,,London Stock Exchange,LSE,Oil & Gas Exploration & Production,AU,2022-06-06,False
1295,QSCGF,USD,,Other OTC,OTC,Information Technology Services,DE,2012-08-03,False
1296,ZURA,USD,0001855644,NASDAQ Capital Market,NASDAQ,Biotechnology,US,2023-03-21,False
1297,PRETN,USD,,Other OTC,OTC,REIT - Retail,US,2017-09-11,False
1298,AFTR-WT,USD,0001865975,New York Stock Exchange,NYSE,,,,False
1299,JK.V,CAD,,Toronto Stock Exchange Ventures,TSXV,Restaurants,CA,2021-04-15,False
1300,CSAB4.SA,BRL,,B3 S.A.,SAO,Insurance - Property & Casualty,BR,2008-01-07,False
1301,MNY,USD,0001974044,NASDAQ,NASDAQ,Internet Content & Information,SG,2000-01-04,False
1302,BVNNF,USD,,Other OTC,OTC,Beverages - Non-Alcoholic,CA,2019-07-17,False
1303,0297.HK,HKD,,Hong Kong Stock Exchange,HKSE,Agricultural Inputs,HK,1996-09-30,False
1304,SPAQ,USD,0001720990,NASDAQ Global Market,NASDAQ,Shell Companies,US,2023-01-30,False
1305,RIGN.SW,USD,,Swiss Exchange,SIX,Oil & Gas Drilling,CH,2010-04-20,False
1306,DGCONTENT.NS,INR,,National Stock Exchange of India,NSE,Internet Content & Information,IN,2019-06-18,False
1307,88E.AX,AUD,,Australian Securities Exchange,ASX,Oil & Gas Exploration & Production,AU,2005-04-28,False
1308,CFTLF,USD,,Other OTC,OTC,Information Technology Services,CN,2005-08-25,False
1309,TFIN,USD,0001539638,NASDAQ Global Select,NASDAQ,Banks - Regional,US,2014-11-07,False
1310,OXIG.L,GBp,,London Stock Exchange,LSE,Semiconductors,GB,1988-07-01,False
1311,NSRGF,USD,,Other OTC,OTC,Packaged Foods,CH,2009-02-13,False
1312,BTOOY,USD,,Other OTC,OTC,Specialty Retail,BR,2009-12-21,False
1313,LUMI.OL,NOK,,Oslo Stock Exchange,OSL,Education & Training Services,NO,2021-02-18,False
1314,LVRAW,USD,0001841383,NASDAQ Capital Market,NASDAQ,Shell Companies,KY,2021-05-10,False
1315,NZK.NZ,NZD,,New Zealand Exchange,NZE,Agricultural Farm Products,NZ,2016-10-18,False
1316,8358.T,JPY,,Tokyo Stock Exchange,JPX,Banks - Regional,JP,2001-01-01,False
1317,ACP.WA,PLN,,Warsaw Stock Exchange,WSE,Software - Application,PL,2000-01-03,False
1318,PYCMF,USD,,Other OTC,OTC,Industrial Materials,CA,2022-08-26,False
1319,JUNS,USD,0001679628,NASDAQ,NASDAQ,Biotechnology,US,2022-01-18,False
1320,BSAAU,USD,0002051587,NASDAQ Global Select,NASDAQ,Shell Companies,US,2025-06-12,False
1321,JAYNECOIND.NS,INR,,National Stock Exchange of India,NSE,Steel,IN,2002-07-01,False
1322,0AAJ.L,CHF,,London Stock Exchange,LSE,Biotechnology,CH,2021-11-12,False
1323,HLBZF,USD,0001400691,Other OTC,OTC,Construction Materials,DE,2010-01-05,False
1324,036540.KQ,KRW,,KOSDAQ,KOE,Semiconductors,KR,2001-05-14,False
1325,ASA.OL,NOK,,Oslo Stock Exchange,OSL,Agricultural Farm Products,NO,2018-05-15,False
1326,SECD.DE,EUR,,Deutsche Börse,XETRA,Asset Management,IE,2020-10-01,False
1327,VIVO,USD,0000794172,NASDAQ Global Select,NASDAQ,Medical - Diagnostics & Research,US,1986-07-29,False
1328,SLFIF,USD,0001097362,Other OTC,OTC,Insurance - Diversified,CA,2021-06-25,False
1329,RGC.CN,CAD,,Canadian Securities Exchange,CNQ,Gold,CA,2022-08-15,False
1330,ZUMRF,USD,,Other OTC,OTC,Entertainment,CA,2012-08-22,False
1331,0PMJ.L,EUR,,London Stock Exchange,LSE,Medical - Equipment & Services,DE,2018-07-19,False
1332,SOUN,USD,0001840856,NASDAQ Global Market,NASDAQ,Software - Application,US,2022-04-28,False
1333,TBGNF,USD,,Other OTC,OTC,Biotechnology,BE,2007-01-17,False
1334,GCPEF,USD,,Other OTC,OTC,Solar,HK,2012-05-15,False
1335,UIS,USD,0000746838,New York Stock Exchange,NYSE,Information Technology Services,US,1972-06-01,False
1336,383220.KS,KRW,,Korea Exchange,KSC,Apparel - Manufacturers,KR,2021-05-21,False
1337,HCMLF,USD,0000948696,Other OTC,OTC,Construction Materials,CH,2007-12-20,False
1338,RCKHF,USD,,Other OTC,OTC,Oil & Gas Exploration & Production,GB,2010-02-23,False
1339,600011.SS,CNY,,Shanghai Stock Exchange,SHH,Independent Power Producers,CN,2001-12-06,False
1340,0QMW.L,CHF,,London Stock Exchange,LSE,Integrated Freight & Logistics,CH,2014-05-19,False
1341,SQU.DE,EUR,,Deutsche Börse,XETRA,Engineering & Construction,FR,2007-12-10,False
1342,MMC,USD,0000062709,New York Stock Exchange,NYSE,Insurance - Brokers,US,1987-12-30,False
1343,0636.HK,HKD,,Hong Kong Stock Exchange,HKSE,Integrated Freight & Logistics,HK,2013-12-19,False
1344,CASTROLIND.NS,INR,,National Stock Exchange of India,NSE,Oil & Gas Refining & Marketing,IN,2002-08-12,False
1345,GSCT.L,GBp,,London Stock Exchange,LSE,Asset Management - Global,GB,2019-10-31,True
1346,RSWM.NS,INR,,National Stock Exchange of India,NSE,Apparel - Manufacturers,IN,2002-07-01,False
1347,HJLI,USD,0001661053,NASDAQ Capital Market,NASDAQ,Medical - Devices,US,2018-05-31,False
1348,ELEM.CN,CAD,,Canadian Securities Exchange,CNQ,Gold,CA,2021-08-05,False
1349,SCLXW,USD,0001820190,NASDAQ Global Market,NASDAQ,Drug Manufacturers - General,US,,False
1350,ASTVF,USD,,Other OTC,OTC,Agricultural Farm Products,NO,2012-01-17,False
1351,BWACU,USD,0001821146,NASDAQ Capital Market,NASDAQ,Shell Companies,US,2020-11-13,False
1352,RINIY,USD,,Other OTC,OTC,"Furnishings, Fixtures & Appliances",US,2021-10-12,False
1353,VLVCY,USD,,Other OTC,OTC,Auto - Manufacturers,SE,2022-11-28,False
1354,HSPT,USD,0002032950,NASDAQ Global Select,NASDAQ,Shell Companies,US,,False
1355,ROSSF,USD,,Other OTC,OTC,Conglomerates,GB,2018-11-12,False
1356,HONAUT.NS,INR,,National Stock Exchange of India,NSE,Electrical Equipment & Parts,IN,2002-07-01,False
1357,DBCORP.NS,INR,,National Stock Exchange of India,NSE,Publishing,IN,2010-01-06,False
1358,AXINU,USD,0002057030,NASDAQ Global Select,NASDAQ,Asset Management,US,2025-06-18,False
1359,NESRW,USD,0001698514,NASDAQ Capital Market,NASDAQ,Oil & Gas Equipment & Services,US,2017-06-05,False
1360,MYSE,USD,0001648960,NASDAQ Capital Market,NASDAQ,Software - Application,US,2021-08-13,False
1361,EIPAF,USD,0001002242,Other OTC,OTC,Oil & Gas Integrated,IT,2010-04-26,False
1362,EONGY,USD,,Other OTC,OTC,Diversified Utilities,DE,1997-10-08,False
1363,6141.T,JPY,,Tokyo Stock Exchange,JPX,Manufacturing - Tools & Accessories,JP,2001-01-04,False
1364,4628.T,JPY,,Tokyo Stock Exchange,JPX,Chemicals - Specialty,JP,2000-01-04,False
1365,CIEL3.SA,BRL,,B3 S.A.,SAO,Software - Infrastructure,BR,2009-06-29,False
1366,VLSFINANCE.NS,INR,,National Stock Exchange of India,NSE,Financial - Capital Markets,IN,2002-06-26,False
1367,GG.V,CAD,,Toronto Stock Exchange Ventures,TSXV,Gold,CA,2012-02-15,False
1368,CFF.TO,CAD,,Toronto Stock Exchange,TSX,"Paper, Lumber & Forest Products",CA,2010-06-08,False
1369,MEG.TO,CAD,,Toronto Stock Exchange,TSX,Oil & Gas Exploration & Production,CA,2010-08-17,False
1370,KNGZ,USD,,NASDAQ Global Market,NASDAQ,Asset Management,US,2017-06-26,False
1371,WDO.TO,CAD,,Toronto Stock Exchange,TSX,Gold,CA,1996-08-13,False
1372,AXS.AS,EUR,,Euronext Amsterdam,AMS,"Paper, Lumber & Forest Products",GB,2007-09-18,False
1373,OJIPY,USD,,Other OTC,OTC,"Paper, Lumber & Forest Products",JP,2010-10-15,False
1374,ELI.BR,EUR,,Euronext Brussels,BRU,Regulated Electric,BE,2005-06-20,False
1375,DMS,USD,0001725134,New York Stock Exchange,NYSE,Advertising Agencies,US,2018-04-16,False
1376,ESF.VI,EUR,,Vienna Stock Exchange,VIE,Medical - Diagnostics & Research,LU,2020-09-21,False
1377,NE,USD,0001895262,New York Stock Exchange,NYSE,Oil & Gas Drilling,US,2021-06-09,False
1378,SPIC.NS,INR,,National Stock Exchange of India,NSE,Agricultural Inputs,IN,2002-07-01,False
1379,ACXIF,USD,,Other OTC,OTC,Engineering & Construction,ES,2009-12-29,False
1380,ECORF,USD,,Other OTC,OTC,Industrial Materials,CA,2015-12-10,False
1381,JWSM,USD,0001831359,New York Stock Exchange,NYSE,Shell Companies,US,2021-03-26,False
1382,AREIT.PA,EUR,,Euronext Paris,PAR,Real Estate - Development,FR,2000-03-07,False
1383,CCEP,USD,0001650107,NASDAQ Global Select,NASDAQ,Beverages - Non-Alcoholic,GB,1986-11-24,False
1384,CAV.L,GBp,,London Stock Exchange,LSE,Financial - Capital Markets,GB,2018-12-05,False
1385,MMTOF,USD,,Other OTC,OTC,Auto - Manufacturers,JP,2010-04-26,False
1386,TWND-WT,USD,0001814215,New York Stock Exchange Arca,AMEX,Shell Companies,,,False
1387,ROBO.TA,ILA,,Tel Aviv Stock Exchange,TLV,"Hardware, Equipment & Parts",IL,2000-01-03,False
1388,CMPRF,USD,,Other OTC,OTC,Financial - Credit Services,MX,2012-01-17,False
1389,SLCJY,USD,0001523541,Other OTC,OTC,Agricultural Farm Products,BR,2012-04-18,False
1390,80700.HK,CNY,,Hong Kong Stock Exchange,HKSE,Internet Content & Information,CN,2023-06-19,False
1391,INOXGREEN.NS,INR,,National Stock Exchange of India,NSE,Renewable Utilities,IN,2022-11-23,False
1392,DCC-R.BK,THB,,Stock Exchange of Thailand,SET,Construction,TH,2007-12-28,False
1393,MRO-TEK.BO,INR,,Bombay Stock Exchange,BSE,Communication Equipment,IN,2000-11-06,False
1394,SNA.CN,CAD,,Canadian Securities Exchange,CNQ,Aerospace & Defense,CA,2000-01-11,False
1395,RAAQ,USD,0002052161,NASDAQ Global Market,NASDAQ,Shell Companies,US,2025-04-29,False
1396,BMBLF,USD,,Other OTC,OTC,Specialty Business Services,AU,2008-06-24,False
1397,CEN.NZ,NZD,,New Zealand Exchange,NZE,Renewable Utilities,NZ,2000-01-04,False
1398,PSA-PE,USD,,New York Stock Exchange,NYSE,REIT - Industrial,US,,False
1399,FDY.TO,CAD,,Toronto Stock Exchange,TSX,Copper,CA,2010-08-12,False
1400,ONELIFECAP.NS,INR,,National Stock Exchange of India,NSE,Financial - Capital Markets,IN,2011-10-17,False
1401,TMPO,USD,0001813658,NASDAQ Global Market,NASDAQ,"Hardware, Equipment & Parts",US,2020-09-21,False
1402,CCTS,USD,0001865861,NASDAQ Global Market,NASDAQ,Shell Companies,US,2022-01-03,False
1403,CUPID.BO,INR,,Bombay Stock Exchange,BSE,Household & Personal Products,IN,,False
1404,ANGH,USD,0001871983,NASDAQ Global Market,NASDAQ,Entertainment,AE,2020-08-21,False
1405,AEZS,USD,0001113423,NASDAQ Capital Market,NASDAQ,Biotechnology,US,2000-05-10,False
1406,PMCCF,USD,,Other OTC,OTC,Gold,GB,2013-03-06,False
1407,TRRDX,USD,0001177017,NASDAQ,NASDAQ,Asset Management,US,2002-10-01,True
1408,RVLCF,USD,,Other OTC,OTC,"Gambling, Resorts & Casinos",CA,2021-11-17,False
1409,ISMTLTD.NS,INR,,National Stock Exchange of India,NSE,Steel,IN,2007-08-28,False
1410,GMNG.CN,CAD,,Canadian Securities Exchange,CNQ,Electronic Gaming & Multimedia,CA,2021-05-10,False
1411,ADN,USD,0001744494,NASDAQ Capital Market,NASDAQ,Renewable Utilities,US,2019-01-23,False
1412,CEF.TO,CAD,,Toronto Stock Exchange,TSX,Asset Management,CA,2018-01-18,True
1413,BAJAJCON.BO,INR,,Bombay Stock Exchange,BSE,Household & Personal Products,IN,2010-08-18,False
1414,AJAX,USD,0001824963,New York Stock Exchange,NYSE,Shell Companies,US,2020-12-15,False
1415,AAAP.L,GBp,,London Stock Exchange,LSE,Agricultural Farm Products,GB,2015-07-30,False
1416,HUDAR,USD,0001853047,NASDAQ Global Market,NASDAQ,Shell Companies,US,2022-12-23,False
1417,LMAOU,USD,0001831868,NASDAQ Capital Market,NASDAQ,Shell Companies,US,2021-01-26,False
1418,OPYGY,USD,,Other OTC,OTC,Gold,RU,2008-01-30,False
1419,IMM.L,GBp,,London Stock Exchange,LSE,Biotechnology,GB,2003-10-28,False
1420,MPC,USD,0001510295,New York Stock Exchange,NYSE,Oil & Gas Refining & Marketing,US,2011-06-24,False
