,symbol,currency,cik,exchange,exchange_short_name,industry,country,ipo_date,is_fund
894,ILCV,USD,,New York Stock Exchange Arca,AMEX,Asset Management,US,2004-07-13,False
895,ARP.ST,SEK,,Stockholm Stock Exchange,STO,"Paper, Lumber & Forest Products",PL,2012-12-20,False
896,PAYX,USD,0000723531,NASDAQ Global Select,NASDAQ,Staffing & Employment Services,US,1983-08-26,False
897,VAKRANGEE.NS,INR,,National Stock Exchange of India,NSE,Information Technology Services,IN,2006-04-03,False
898,FPE3.DE,EUR,,Deutsche Börse,XETRA,Chemicals - Specialty,DE,1999-03-16,False
899,0658.HK,HKD,,Hong Kong Stock Exchange,HKSE,Industrial - Machinery,HK,2007-07-04,False
900,CHAMBLFERT.BO,INR,,Bombay Stock Exchange,BSE,Agricultural Inputs,IN,2000-01-03,False
901,003490.KS,KRW,,Korea Exchange,KSC,"Airlines, Airports & Air Services",KR,2000-01-04,False
902,SMY.V,CAD,,Toronto Stock Exchange Ventures,TSXV,Industrial Materials,CA,2012-01-16,False
903,SHARIABEES.NS,INR,,National Stock Exchange of India,NSE,Asset Management,IN,2009-03-18,False
904,BBTC.BO,INR,,Bombay Stock Exchange,BSE,Packaged Foods,IN,2000-01-03,False
905,CRECU,USD,0001851230,NASDAQ Global Market,NASDAQ,Shell Companies,BR,2021-11-19,False
906,DAAQU,USD,0002052162,NASDAQ Global Market,NASDAQ,Shell Companies,KY,2025-04-29,False
907,0QMC.L,USD,,London Stock Exchange,LSE,Asset Management,CH,,False
908,CPSEETF.NS,INR,,National Stock Exchange of India,NSE,Asset Management,IN,2014-03-28,False
909,VIKASWSP.NS,INR,,National Stock Exchange of India,NSE,Chemicals - Specialty,IN,2022-11-10,False
910,0RP8.L,CHF,,London Stock Exchange,LSE,Banks,LI,2016-12-07,False
911,SO.PA,EUR,,Euronext Paris,PAR,"Furnishings, Fixtures & Appliances",FR,1985-01-07,False
912,MAHABANK.BO,INR,,Bombay Stock Exchange,BSE,Banks - Regional,IN,2004-04-13,False
913,BGOUF,USD,,Other OTC,OTC,Consumer Electronics,DK,2009-10-20,False
914,NGC,USD,0001843249,New York Stock Exchange,NYSE,Shell Companies,US,,False
915,GNBT,USD,0001059784,Other OTC,OTC,Biotechnology,US,1998-02-05,False
916,DMLRY,USD,0001067318,Other OTC,OTC,Auto - Manufacturers,DE,2018-11-30,False
917,0IIR.L,USD,,London Stock Exchange,LSE,Real Estate - General,US,2018-01-29,True
918,BRDCY,USD,,Other OTC,OTC,Auto - Parts,JP,2009-12-29,False
919,NSANF,USD,,Other OTC,OTC,Auto - Manufacturers,JP,2010-04-26,False
920,TKOMY,USD,,Other OTC,OTC,Insurance - Property & Casualty,JP,1980-03-17,False
921,CLRMU,USD,0001831937,NASDAQ Capital Market,NASDAQ,Shell Companies,US,2021-01-28,False
922,ICU,USD,0001831868,NASDAQ Capital Market,NASDAQ,Biotechnology,US,2021-03-18,False
923,ARZTF,USD,,Other OTC,OTC,Packaged Foods,CH,2012-05-15,False
924,DIAL.L,GBp,,London Stock Exchange,LSE,Consulting Services,GB,2005-10-13,False
925,SMLT.NS,INR,,National Stock Exchange of India,NSE,Manufacturing - Metal Fabrication,IN,2021-11-25,False
926,OKTA,USD,0001660134,NASDAQ Global Select,NASDAQ,Software - Infrastructure,US,2017-04-07,False
927,CRAFTSMAN.BO,INR,,Bombay Stock Exchange,BSE,Auto - Parts,IN,2021-03-25,False
928,WTAN.L,GBp,,London Stock Exchange,LSE,Asset Management,GB,2019-05-28,True
929,DIOSF,USD,,Other OTC,OTC,Other Precious Metals,CA,2010-04-26,False
930,INDFF,USD,,Other OTC,OTC,Packaged Foods,SG,2010-03-02,False
931,GOR.CN,CAD,,Canadian Securities Exchange,CNQ,Industrial Materials,CA,1996-08-08,False
932,CGXYY,USD,,Other OTC,OTC,Financial - Capital Markets,CN,2016-04-19,False
933,EUSGW,USD,0001832505,NASDAQ Capital Market,NASDAQ,Shell Companies,US,2021-03-09,False
934,CTNM3.SA,BRL,,B3 S.A.,SAO,Apparel - Manufacturers,BR,2000-01-04,False
935,0KF3.L,USD,,London Stock Exchange,LSE,Medical - Pharmaceuticals,US,2018-01-29,False
936,SOLLF,USD,,Other OTC,OTC,Real Estate - Development,CN,2013-03-21,False
937,WACMY,USD,,Other OTC,OTC,Computer Hardware,JP,2013-10-30,False
938,0UH8.L,CAD,,London Stock Exchange,LSE,Gold,CA,2019-04-05,False
939,JMACU,USD,0001874259,NASDAQ Global Market,NASDAQ,Shell Companies,TW,2021-10-05,False
940,IIFLSEC.BO,INR,,Bombay Stock Exchange,BSE,Financial - Capital Markets,IN,,False
941,GGLD.CN,CAD,,Canadian Securities Exchange,CNQ,Industrial Materials,CA,2021-02-11,False
942,HPIFF,USD,,Other OTC,OTC,Regulated Electric,CN,2012-09-25,False
943,AVCNF,USD,,Other OTC,OTC,Drug Manufacturers - Specialty & Generic,CA,2021-01-08,False
944,SUPV.BA,ARS,,Buenos Aires Stock Exchange,BUE,Banks - Regional,AR,2016-05-19,False
945,AAC.ST,SEK,,Stockholm Stock Exchange,STO,Aerospace & Defense,SE,2016-12-21,False
946,2666.HK,HKD,,Hong Kong Stock Exchange,HKSE,Financial - Credit Services,CN,2015-07-08,False
947,1233.HK,HKD,,Hong Kong Stock Exchange,HKSE,Real Estate - Development,CN,2013-12-11,False
948,CAJPY,USD,0000016988,Other OTC,OTC,Computer Hardware,JP,1980-03-17,False
949,FMK.DU,EUR,,Dusseldorf Stock Exchange,DUS,Other Precious Metals,AU,2021-06-15,False
950,GHIFF,USD,,Other OTC,OTC,"Gambling, Resorts & Casinos",CA,2010-10-15,False
951,SCGPY,USD,,Other OTC,OTC,Specialty Business Services,GB,2010-01-20,False
952,MGLU3.SA,BRL,,B3 S.A.,SAO,Specialty Retail,BR,2011-05-02,False
953,TLGA-UN,USD,0001827871,New York Stock Exchange,NYSE,Shell Companies,US,2021-01-28,False
954,TRCLF,USD,,Other OTC,OTC,Information Technology Services,JP,2014-10-16,False
955,SYF-PA,USD,0001601712,New York Stock Exchange,NYSE,Financial - Credit Services,US,2019-11-07,False
956,AGGZF,USD,,Other OTC,OTC,Agricultural - Machinery,CA,2006-05-31,False
957,TSPC.JK,IDR,,Indonesia Stock Exchange,JKT,Drug Manufacturers - Specialty & Generic,ID,2005-09-29,False
958,CNPAY,USD,,Other OTC,OTC,Insurance - Life,FR,2021-01-08,False
959,GNENF,USD,,Other OTC,OTC,Chemicals,CN,2019-02-06,False
960,CBL,USD,0000910612,New York Stock Exchange,NYSE,REIT - Retail,US,2021-11-02,False
961,SATINDLTD.NS,INR,,National Stock Exchange of India,NSE,Steel,IN,2022-11-21,False
962,SOGP,USD,0001783407,NASDAQ Capital Market,NASDAQ,Internet Content & Information,SG,2020-01-17,False
963,GULFPETRO.BO,INR,,Bombay Stock Exchange,BSE,Oil & Gas Refining & Marketing,IN,2004-09-24,False
964,PNGA.CN,CAD,,Canadian Securities Exchange,CNQ,Packaged Foods,CA,2022-07-04,False
965,COST.BA,ARS,,Buenos Aires Stock Exchange,BUE,Discount Stores,US,2013-07-01,False
966,COR,USD,0001140859,New York Stock Exchange,NYSE,Medical - Distribution,US,1995-04-04,False
967,0ROZ.L,EUR,,London Stock Exchange,LSE,Semiconductors,BE,2017-05-12,False
968,BULLW,USD,0001866364,NASDAQ Global Select,NASDAQ,Investment - Banking & Investment Services,US,2025-04-11,False
969,CTY1S.HE,EUR,,NASDAQ Helsinki,HEL,Real Estate - Diversified,FI,2000-01-03,False
970,MMNFF,USD,0001776932,Other OTC,OTC,Drug Manufacturers - Specialty & Generic,US,2018-05-30,False
971,MSUXF,USD,0001710864,Other OTC,OTC,Manufacturing - Tools & Accessories,JP,2002-07-19,False
972,4DX.AX,AUD,,Australian Securities Exchange,ASX,Medical - Devices,AU,2020-08-07,False
973,GKP.L,GBp,,London Stock Exchange,LSE,Oil & Gas Exploration & Production,BM,2004-09-08,False
974,TRIVENI.NS,INR,,National Stock Exchange of India,NSE,Food Confectioners,IN,2005-12-13,False
975,TL0.DE,EUR,,Deutsche Börse,XETRA,Auto - Manufacturers,US,2010-07-05,False
976,TCVNF,USD,,Other OTC,OTC,Industrial Materials,CA,2021-08-05,False
977,SGL.BO,INR,,Bombay Stock Exchange,BSE,Apparel - Manufacturers,IN,,False
978,AMD.TA,ILA,,Tel Aviv Stock Exchange,TLV,Industrial - Pollution & Treatment Controls,IL,2021-08-23,False
979,KAYNES.NS,INR,,National Stock Exchange of India,NSE,Industrial - Machinery,IN,2022-11-22,False
980,SUVIDHAA.BO,INR,,Bombay Stock Exchange,BSE,Information Technology Services,IN,2021-03-31,False
981,TATAMETALI.BO,INR,,Bombay Stock Exchange,BSE,Steel,IN,,False
982,RBLBANK.BO,INR,,Bombay Stock Exchange,BSE,Banks - Regional,IN,,False
983,INDIANCARD.NS,INR,,National Stock Exchange of India,NSE,Apparel - Manufacturers,IN,2002-07-01,False
984,FLMNF,USD,,Other OTC,OTC,Medical - Instruments & Supplies,DE,2013-09-30,False
985,INGEF,USD,,Other OTC,OTC,REIT - Residential,AU,2020-02-20,False
986,WINTW,USD,0000946486,Other OTC,OTC,Biotechnology,US,1995-08-07,False
987,LGHLW,USD,0001806524,NASDAQ Capital Market,NASDAQ,Financial - Capital Markets,US,2020-06-17,False
988,SEUSF,USD,,Other OTC,OTC,Oil & Gas Exploration & Production,US,2012-08-03,False
989,0G99.L,EUR,,London Stock Exchange,LSE,Medical - Pharmaceuticals,BE,2008-08-06,False
990,JUNIORBEES.NS,INR,,National Stock Exchange of India,NSE,Asset Management,IN,2009-01-01,False
991,ABBV.BA,ARS,,Buenos Aires Stock Exchange,BUE,Drug Manufacturers - General,US,,False
992,CTJHF,USD,,Other OTC,OTC,Industrial Materials,HK,2013-02-20,False
993,PTWOU,USD,0001930313,NASDAQ Global Market,NASDAQ,Shell Companies,US,2022-08-05,False
994,BSR.V,CAD,,Toronto Stock Exchange Ventures,TSXV,Industrial Materials,CA,2004-03-02,False
995,SALASAR.NS,INR,,National Stock Exchange of India,NSE,Steel,IN,2017-07-25,False
996,NIACL.NS,INR,,National Stock Exchange of India,NSE,Insurance - Diversified,IN,2017-11-13,False
997,ADS.DE,EUR,,Deutsche Börse,XETRA,Apparel - Footwear & Accessories,DE,1998-06-24,False
998,CUB.TO,CAD,,Toronto Stock Exchange,TSX,Agricultural - Machinery,CA,2019-07-09,False
999,ATHN,USD,0001840292,New York Stock Exchange,NYSE,Shell Companies,US,2022-01-31,False
1000,CLIG.L,GBp,,London Stock Exchange,LSE,Asset Management,GB,2006-12-13,False
1001,ELMRA.OL,NOK,,Oslo Stock Exchange,OSL,Regulated Electric,NO,2018-03-21,False
1002,AUNXF,USD,,Other OTC,OTC,Oil & Gas Exploration & Production,US,2010-06-16,False
1003,MBGCF,USD,,Other OTC,OTC,Chemicals - Specialty,JP,2013-05-15,False
1004,QY1.F,EUR,,Frankfurt Stock Exchange,XETRA,Medical - Healthcare Information Services,US,2005-07-06,False
1005,UNIR,USD,0001172706,Other OTC,OTC,Apparel - Manufacturers,US,2000-07-26,False
1006,ONMOBILE.NS,INR,,National Stock Exchange of India,NSE,Telecommunications Services,IN,2008-02-19,False
1007,FCAX-WT,USD,0001823733,New York Stock Exchange,NYSE,,,,False
1008,BKRIY,USD,,Other OTC,OTC,Banks - Regional,IE,2018-01-22,False
1009,VASCONEQ.BO,INR,,Bombay Stock Exchange,BSE,Engineering & Construction,IN,2010-02-15,False
1010,AMDLY,USD,,Other OTC,OTC,Industrial - Machinery,JP,2010-01-20,False
1011,MTGRF,USD,,Other OTC,OTC,Steel,AU,2005-11-17,False
1012,ACES.JK,IDR,,Indonesia Stock Exchange,JKT,Specialty Retail,ID,2007-11-06,False
1013,FFOX.V,CAD,,Toronto Stock Exchange Ventures,TSXV,Gold,CA,2018-12-27,False
1014,AIRTW,USD,0000353184,NASDAQ Global Market,NASDAQ,Integrated Freight & Logistics,US,2019-06-11,False
1015,IAI.CN,CAD,,Canadian Securities Exchange,CNQ,Software - Application,CA,2015-09-22,False
1016,RATEGAIN.NS,INR,,National Stock Exchange of India,NSE,Software - Application,IN,2021-12-17,False
1017,GFPT.BK,THB,,Stock Exchange of Thailand,SET,Packaged Foods,TH,2000-01-04,False
1018,SATIN.NS,INR,,National Stock Exchange of India,NSE,Financial - Credit Services,IN,2015-08-27,False
1019,PHG,USD,0000313216,New York Stock Exchange,NYSE,Medical - Devices,NL,1980-03-17,False
1020,SADMF,USD,,Other OTC,OTC,Gold,CA,2018-08-24,False
1021,5202.T,JPY,,Tokyo Stock Exchange,JPX,Auto - Parts,JP,2000-01-04,False
1022,CBGPY,USD,,Other OTC,OTC,Financial - Capital Markets,GB,2010-11-09,False
1023,OXLCN,USD,0001495222,NASDAQ Global Select,NASDAQ,Asset Management,US,2022-06-10,False
1024,STCINDIA.BO,INR,,Bombay Stock Exchange,BSE,Conglomerates,IN,2001-08-31,False
1025,TRRXF,USD,,Other OTC,OTC,Industrial Materials,CA,2013-02-15,False
1026,EQVA.OL,NOK,,Oslo Stock Exchange,OSL,Aerospace & Defense,NO,2014-07-01,False
1027,CNDB-UN,USD,0001851961,New York Stock Exchange,NYSE,Shell Companies,US,2021-11-04,False
1028,SHMAY,USD,0001555379,Other OTC,OTC,Real Estate - Development,HK,2015-04-17,False
1029,EO.MI,EUR,,Italian Stock Exchange,MIL,Auto - Parts,FR,2021-04-22,False
1030,STHFF,USD,,Other OTC,OTC,Industrial Materials,CA,2016-07-05,False
1031,SPOT.V,CAD,,Toronto Stock Exchange Ventures,TSXV,Information Technology Services,CA,2017-08-24,False
1032,REGRD,USD,,Other OTC,OTC,Software - Application,CA,1998-12-31,False
1033,ROCAR,USD,0001884516,NASDAQ Global Market,NASDAQ,Shell Companies,US,2021-12-29,False
1034,KROT.ME,RUB,,Moscow Stock Exchange,MCX,Food Confectioners,RU,2010-03-03,False
1035,DLTA.V,CAD,,Toronto Stock Exchange Ventures,TSXV,Gold,CA,2007-10-25,False
1036,EQUITASBNK.BO,INR,,Bombay Stock Exchange,BSE,Banks - Regional,IN,,False
1037,GRT-UN.TO,CAD,,Toronto Stock Exchange,TSX,REIT - Industrial,CA,2004-12-01,False
1038,5IG.SI,SGD,,Stock Exchange of Singapore,SES,Diversified Utilities,SG,2000-01-03,False
1039,EGKLF,USD,,Other OTC,OTC,Auto - Parts,DE,2009-09-16,False
1040,CMCAW,USD,0001865248,NASDAQ Global Market,NASDAQ,Shell Companies,US,2022-01-21,False
1041,OPALW,USD,0001842279,NASDAQ Global Market,NASDAQ,Regulated Gas,,,False
1042,THYG.F,EUR,,Frankfurt Stock Exchange,XETRA,Packaged Foods,TH,2008-07-01,False
1043,PGIL.BO,INR,,Bombay Stock Exchange,BSE,Apparel - Manufacturers,IN,,False
1044,AKMYF,USD,,Other OTC,OTC,Industrial - Pollution & Treatment Controls,IL,2021-08-26,False
1045,MSA.TO,CAD,,Toronto Stock Exchange,TSX,Gold,CO,2021-11-19,False
1046,ONTTF,USD,,Other OTC,OTC,Biotechnology,GB,2021-10-15,False
1047,NSSXF,USD,,Other OTC,OTC,Information Technology Services,JP,2019-02-19,False
1048,AAN.V,CAD,,Toronto Stock Exchange Ventures,TSXV,Industrial Materials,CA,2008-08-21,False
1049,NHC.AX,AUD,,Australian Securities Exchange,ASX,Coal,AU,2003-09-16,False
1050,SVMRF,USD,,Other OTC,OTC,Renewable Utilities,NO,2008-06-25,False
1051,VFS,USD,0001913510,NASDAQ Global Select,NASDAQ,Auto - Manufacturers,VN,2023-08-14,False
1052,TGT.BA,ARS,,Buenos Aires Stock Exchange,BUE,Discount Stores,US,2020-04-23,False
1053,AAC,USD,0001829432,New York Stock Exchange,NYSE,Shell Companies,US,2021-03-25,False
1054,CLCGY,USD,,Other OTC,OTC,Medical - Pharmaceuticals,ZA,2010-06-07,False
1055,GRLGF,USD,,Other OTC,OTC,Gold,GB,2021-06-04,False
1056,ITPOF,USD,0000880224,Other OTC,OTC,Packaging & Containers,CA,1992-02-14,False
1057,QTGPF,USD,,Other OTC,OTC,Software - Application,FI,2020-03-06,False
1058,GENGF,USD,,Other OTC,OTC,Oil & Gas Exploration & Production,CA,2014-03-06,False
1059,KKRAF,USD,,Other OTC,OTC,Conglomerates,JP,2018-10-19,False
1060,0M58.L,USD,,London Stock Exchange,LSE,"Hardware, Equipment & Parts",CN,2018-01-29,False
1061,STARPAPER.NS,INR,,National Stock Exchange of India,NSE,"Paper, Lumber & Forest Products",IN,2002-07-01,False
1062,WILC,USD,0001030997,NASDAQ Capital Market,NASDAQ,Food Distribution,IL,1997-05-20,False
1063,PHLLF,USD,,Other OTC,OTC,Financial - Conglomerates,GB,2022-12-12,False
1064,0HIN.L,USD,,London Stock Exchange,LSE,Insurance - Specialty,US,2018-01-29,False
1065,ECOLW,USD,0001783400,NASDAQ Capital Market,NASDAQ,Waste Management,US,2019-11-01,False
1066,ENADF,USD,,Other OTC,OTC,Electronic Gaming & Multimedia,SE,2022-05-03,False
1067,AEL.AX,AUD,,Australian Securities Exchange,ASX,Oil & Gas Energy,AU,2024-11-10,False
1068,1882.HK,HKD,,Hong Kong Stock Exchange,HKSE,Industrial - Machinery,HK,2006-12-22,False
1069,FLFL.NS,INR,,National Stock Exchange of India,NSE,Apparel - Manufacturers,IN,2013-10-01,False
1070,WALD,USD,0001840199,NASDAQ Capital Market,NASDAQ,Software - Application,US,2021-05-12,False
1071,ICIL.BO,INR,,Bombay Stock Exchange,BSE,Apparel - Manufacturers,IN,,False
1072,600377.SS,CNY,,Shanghai Stock Exchange,SHH,Industrial - Infrastructure Operations,CN,2001-01-16,False
1073,NCV,USD,0001214935,New York Stock Exchange,NYSE,Asset Management - Income,US,2003-03-31,True
1074,0RTL.L,CHF,,London Stock Exchange,LSE,"Hardware, Equipment & Parts",CH,2017-09-12,False
1075,S,USD,0001583708,New York Stock Exchange,NYSE,Software - Infrastructure,US,2021-06-30,False
1076,GRPLTD.BO,INR,,Bombay Stock Exchange,BSE,Auto - Parts,IN,2000-01-03,False
1077,B5A.DE,EUR,,Deutsche Börse,XETRA,Engineering & Construction,DE,2006-07-04,False
1078,CEADW,USD,0001482541,NASDAQ Global Select,NASDAQ,Agricultural - Machinery,US,2014-07-23,False
1079,GLO.PA,EUR,,Euronext Paris,PAR,Specialty Business Services,FR,1998-11-26,False
1080,9468.T,JPY,,Tokyo Stock Exchange,JPX,Publishing,JP,2014-10-01,False
1081,GLVNX,USD,0000019034,NASDAQ,NASDAQ,Asset Management - Global,US,2007-10-01,True
1082,HBEIF,USD,,Other OTC,OTC,Other Precious Metals,CA,2017-07-11,False
1083,BAP,USD,0001001290,New York Stock Exchange,NYSE,Banks - Regional,PE,1995-10-25,False
1084,TEN,USD,0001166663,New York Stock Exchange,NYSE,Oil & Gas Midstream,GR,2002-03-05,False
1085,AJMERA.BO,INR,,Bombay Stock Exchange,BSE,Real Estate - Development,IN,2000-01-03,False
1086,WEIZMANIND.BO,INR,,Bombay Stock Exchange,BSE,Apparel - Manufacturers,IN,2001-12-31,False
1087,TERRF,USD,,Other OTC,OTC,Regulated Electric,IT,2013-03-12,False
1088,AGNC,USD,0001423689,NASDAQ Global Select,NASDAQ,REIT - Mortgage,US,2008-05-15,False
1089,FTIV,USD,0001777835,NASDAQ Capital Market,NASDAQ,Shell Companies,US,2020-11-13,False
1090,ION.V,CAD,,Toronto Stock Exchange Ventures,TSXV,Industrial Materials,CA,2020-08-31,False
1091,BNGLF,USD,,Other OTC,OTC,Oil & Gas Exploration & Production,CA,2008-07-25,False
1092,MAAS,USD,0001750264,NASDAQ Global Market,NASDAQ,Asset Management,CN,2019-03-29,False
1093,NRRWF,USD,0001680637,Other OTC,OTC,Communication Equipment,CA,2017-02-17,False
1094,TRYIF,USD,,Other OTC,OTC,Apparel - Manufacturers,JP,2011-04-21,False
1095,SYYYF,USD,,Other OTC,OTC,Chemicals - Specialty,GB,2021-09-10,False
1096,CYRWF,USD,,Other OTC,OTC,Industrial Materials,AU,2020-05-12,False
1097,UHALB,USD,0000004457,NASDAQ Global Select,NASDAQ,Rental & Leasing Services,US,2022-11-10,False
1098,EJTTF,USD,,Other OTC,OTC,"Airlines, Airports & Air Services",GB,2012-08-03,False
1099,PHNGF,USD,,Other OTC,OTC,Renewable Utilities,IL,2021-08-03,False
1100,PRITIKAUTO.BO,INR,,Bombay Stock Exchange,BSE,Industrial - Machinery,IN,2017-04-27,False
1101,ASBA,USD,0000007789,New York Stock Exchange,NYSE,Banks - Regional,US,2023-03-03,False
1102,RVG.V,CAD,,Toronto Stock Exchange Ventures,TSXV,Gold,CA,2018-07-10,False
1103,PALAD,USD,,Other OTC,OTC,Uranium,AU,2005-10-31,False
1104,AARTECH.BO,INR,,Bombay Stock Exchange,BSE,Electrical Equipment & Parts,IN,2023-07-07,False
1105,0NJ5.L,EUR,,London Stock Exchange,LSE,Medical - Instruments & Supplies,IT,2007-11-06,False
1106,CKN.L,GBp,,London Stock Exchange,LSE,Marine Shipping,GB,1988-07-01,False
1107,TCNO3.SA,BRL,,B3 S.A.,SAO,Engineering & Construction,BR,2000-11-22,False
1108,FPAFY,USD,,Other OTC,OTC,Packaged Foods,HK,1996-11-18,False
1109,XVALO.MC,EUR,,Madrid Stock Exchange,BME,Industrial Materials,BR,2002-03-22,False
1110,BVA.V,CAD,,Toronto Stock Exchange Ventures,TSXV,Industrial Materials,CA,2010-05-05,False
1111,SKTPP,USD,,Other OTC,OTC,Travel Lodging,US,2012-10-26,False
1112,PRINCEPIPE.NS,INR,,National Stock Exchange of India,NSE,Chemicals - Specialty,IN,2019-12-30,False
1113,FTV-PA,USD,0001659166,New York Stock Exchange,NYSE,"Hardware, Equipment & Parts",US,2022-01-31,False
1114,MNOIY,USD,,Other OTC,OTC,Travel Lodging,HK,2008-01-30,False
1115,KEN.TA,ILA,,Tel Aviv Stock Exchange,TLV,Independent Power Producers,SG,2018-12-20,False
1116,0HYJ.L,USD,,London Stock Exchange,LSE,Specialty Business Services,US,2018-01-29,False
1117,ORRCF,USD,0001390352,Other OTC,OTC,Industrial Materials,CA,2012-08-03,False
1118,EDTXW,USD,0001817153,NASDAQ Capital Market,NASDAQ,Shell Companies,US,2021-02-12,False
1119,AIAD,USD,0000743758,Other OTC,OTC,Software - Application,US,2000-09-08,False
1120,NSANY,USD,,Other OTC,OTC,Auto - Manufacturers,JP,1980-03-24,False
1121,BRLGF,USD,,Other OTC,OTC,Financial - Mortgages,CA,2013-03-04,False
1122,0J1G.L,USD,,London Stock Exchange,LSE,Software - Services,US,2018-01-29,False
1123,VSTTILLERS.NS,INR,,National Stock Exchange of India,NSE,Agricultural - Machinery,IN,2011-06-20,False
1124,ESI.TO,CAD,,Toronto Stock Exchange,TSX,Oil & Gas Drilling,CA,1996-04-25,False
1125,CAPNU,USD,0002024203,NASDAQ,NASDAQ,Financial - Conglomerates,US,,False
1126,SPLIL.NS,INR,,National Stock Exchange of India,NSE,Apparel - Manufacturers,IN,2005-07-26,False
1127,8368.T,JPY,,Tokyo Stock Exchange,JPX,Banks - Regional,JP,2001-01-01,False
1128,PTTG.F,EUR,,Frankfurt Stock Exchange,XETRA,Oil & Gas Exploration & Production,TH,2006-04-26,False
1129,LI.V,CAD,,Toronto Stock Exchange Ventures,TSXV,Industrial Materials,CA,1996-08-08,False
1130,DTN,USD,0001350487,New York Stock Exchange Arca,AMEX,Asset Management,US,2008-01-01,False
1131,0J4L.L,USD,,London Stock Exchange,LSE,Auto - Recreational Vehicles,US,2018-01-29,False
1132,DCCNF,USD,,Other OTC,OTC,Gold,AU,2018-06-08,False
1133,12DA.DE,EUR,,Deutsche Börse,XETRA,"Hardware, Equipment & Parts",US,2020-01-06,False
1134,0QLT.L,CHF,,London Stock Exchange,LSE,Banks - Regional,CH,2017-09-05,False
1135,KHADIM.BO,INR,,Bombay Stock Exchange,BSE,Apparel - Footwear & Accessories,IN,2017-11-14,False
1136,0JR1.L,USD,,London Stock Exchange,LSE,Real Estate - General,US,2018-01-29,False
1137,0UAN.L,USD,,London Stock Exchange,LSE,Financial - Diversified,US,2018-01-29,False
1138,2057.HK,HKD,,Hong Kong Stock Exchange,HKSE,Integrated Freight & Logistics,CN,2020-09-29,False
1139,GRPLTD.NS,INR,,National Stock Exchange of India,NSE,Auto - Parts,IN,2015-02-12,False
1140,INVE-B.ST,SEK,,Stockholm Stock Exchange,STO,Asset Management,SE,2000-01-03,False
1141,MHID.IL,USD,,International Order Book,IOB,Auto - Manufacturers,IN,2002-12-18,False
1142,TITAGARH.NS,INR,,National Stock Exchange of India,NSE,Railroads,IN,2008-04-21,False
1143,TCL.NZ,NZD,,New Zealand Exchange,NZE,Asset Management,GB,2000-01-02,True
1144,SWTQ.SW,CHF,,Swiss Exchange,SIX,Construction,CH,1995-04-10,False
1145,0HVD.L,USD,,London Stock Exchange,LSE,Oil & Gas Exploration & Production,US,2018-01-29,False
1146,FTNT,USD,0001262039,NASDAQ Global Select,NASDAQ,Software - Infrastructure,US,2009-11-18,False
1147,NWS,USD,0001564708,NASDAQ Global Select,NASDAQ,Entertainment,US,2013-06-19,False
1148,LVC.WA,PLN,,Warsaw Stock Exchange,WSE,Software - Application,PL,2014-04-11,False
1149,RCWDF,USD,,Other OTC,OTC,Software - Infrastructure,AU,2021-02-10,False
1150,TNABY,USD,,Other OTC,OTC,Regulated Electric,MY,2007-06-06,False
1151,WRN,USD,0001364125,New York Stock Exchange Arca,AMEX,Industrial Materials,CA,2006-05-19,False
1152,FOUNW,USD,0001862068,NASDAQ Global Market,NASDAQ,Shell Companies,US,,False
1153,SECOY,USD,0001633441,Other OTC,OTC,Specialty Retail,CN,2017-09-22,False
1154,PCXCU,USD,0001855751,NASDAQ Global Market,NASDAQ,Shell Companies,US,2021-10-06,False
1155,LOKM-UN,USD,0001841585,New York Stock Exchange,NYSE,Shell Companies,US,,False
1156,CMCL,USD,0000766011,New York Stock Exchange Arca,AMEX,Gold,JE,1984-11-19,False
1157,BOCOF,USD,,Other OTC,OTC,Other Precious Metals,PG,2010-12-31,False
1158,BLLYF,USD,,Other OTC,OTC,Industrial Materials,GB,2018-04-06,False
1159,RF-PE,USD,0001281761,New York Stock Exchange,NYSE,Banks - Regional,US,2021-04-29,False
1160,GMRAIRPORT.NS,INR,,National Stock Exchange of India,NSE,"Airlines, Airports & Air Services",IN,2006-08-21,False
1161,7994.T,JPY,,Tokyo Stock Exchange,JPX,Business Equipment & Supplies,JP,2001-01-01,False
1162,PSA,USD,0001393311,New York Stock Exchange,NYSE,REIT - Industrial,US,1980-11-18,False
1163,NBST,USD,0001831978,Other OTC,OTC,Shell Companies,US,2021-04-30,False
1164,NS8U.SI,USD,,Stock Exchange of Singapore,SES,Marine Shipping,SG,2011-03-18,True
1165,3678.T,JPY,,Tokyo Stock Exchange,JPX,Publishing,JP,2013-11-21,False
1166,TLK,USD,0001001807,New York Stock Exchange,NYSE,Telecommunications Services,ID,1995-11-14,False
1167,AJMERA.NS,INR,,National Stock Exchange of India,NSE,Real Estate - Development,IN,2006-09-27,False
1168,GPC,USD,0000040987,New York Stock Exchange,NYSE,Specialty Retail,US,1980-03-17,False
1169,UZAPF,USD,,Other OTC,OTC,"Airlines, Airports & Air Services",CH,2017-02-21,False
1170,9810.T,JPY,,Tokyo Stock Exchange,JPX,Steel,JP,2001-01-09,False
1171,GDDFF,USD,,Other OTC,OTC,Personal Products & Services,CA,2017-08-04,False
1172,ATCO-A.ST,SEK,,Stockholm Stock Exchange,STO,Industrial - Machinery,SE,2000-01-03,False
1173,RCD,USD,0001527590,New York Stock Exchange,NYSE,REIT - Mortgage,US,2024-12-19,False
